tm	route_find_time_sec	synth_graph_assembly_time_sec
INTQQNKAQDJOOI-UHFFFAOYSA-N	0.004832744598388672	0.1479802131652832
JSYDPBIPJQMGFS-UHFFFAOYSA-N	0.0019049644470214844	0.06632614135742188
PAOWILMLSIACLF-UHFFFAOYSA-N	0.0016391277313232422	0.03980517387390137
WZZBNLYBHUDSHF-DHLKQENFSA-N	0.000720977783203125	0.0036368370056152344
LLRICYBLVFJBJB-UHFFFAOYSA-N	0.004104137420654297	0.022223472595214844
IHXNMNXXLBANRT-UHFFFAOYSA-N	0.0013518333435058594	0.03423142433166504
BZZSIZPHNGARLH-UHFFFAOYSA-N	0.0012540817260742188	0.01816272735595703
GDWGWQGYHYZCEC-UHFFFAOYSA-N	0.0012819766998291016	0.008143186569213867
MWXPGVONCSFURJ-UHFFFAOYSA-N	0.0046269893646240234	0.006094694137573242
DJRUWESABPZMRB-UHFFFAOYSA-N	0.005713939666748047	0.005129814147949219
PFYMDYRRQUINNN-UHFFFAOYSA-N	0.0027408599853515625	0.10568571090698242
XSQAKVOEISFPKD-UHFFFAOYSA-N	0.0006721019744873047	0.0018069744110107422
PBLNHHSDYFYZNC-UHFFFAOYSA-N	0.03226208686828613	1.3192312717437744
ZFVGEUSRKNMAJL-UHFFFAOYSA-N	0.0008840560913085938	0.0033631324768066406
IGHBVTWJGNIBBY-UHFFFAOYSA-N	0.0017380714416503906	0.10087084770202637
HELKVQOFPUCVAJ-UHFFFAOYSA-N	0.0014262199401855469	0.02588033676147461
FNMOSYNODGOFRC-AWEZNQCLSA-N	0.0006031990051269531	0.0020897388458251953
OPYBJNYVSLHSQI-UHFFFAOYSA-N	0.012591838836669922	0.4104442596435547
MWRHOSKPSCHFLP-UHFFFAOYSA-N	0.0010828971862792969	0.013219594955444336
LMFYEISSCFNQTM-UHFFFAOYSA-N	0.003662109375	0.01736283302307129
DBQFEMRSLALWEZ-UHFFFAOYSA-N	0.005014181137084961	0.046659231185913086
JIWUBWZSJPAPIN-UHFFFAOYSA-N	0.0008528232574462891	0.005101442337036133
XSQLEPZNGCNYKF-UHFFFAOYSA-N	0.0007770061492919922	0.003074169158935547
BHKKSKOHRFHHIN-MRVPVSSYSA-N	0.002146005630493164	0.044831275939941406
LAPOAOVLRHXODL-ZWKOTPCHSA-N	0.000865936279296875	0.003857135772705078
VUEKMKATBGIPOP-UHFFFAOYSA-N	0.001547098159790039	0.015611886978149414
WKMACJQHHVRNIY-UHFFFAOYSA-N	0.0011157989501953125	0.019184350967407227
KRCKDLGYYQZTMH-UHFFFAOYSA-N	0.0015647411346435547	0.012156963348388672
VVPARGBRVKRZJC-UHFFFAOYSA-N	0.002724170684814453	0.003795146942138672
OIAHUUKFQGKEQV-UHFFFAOYSA-N	0.0028281211853027344	0.12979412078857422
MGPKTKXUWSVAMY-UHFFFAOYSA-N	0.01419520378112793	0.25642919540405273
NNQCUBQIMDBRAW-UHFFFAOYSA-N	0.0019779205322265625	0.0182952880859375
JPYCCGGQWFVQHD-UHFFFAOYSA-N	0.0017027854919433594	0.09271502494812012
OJUKGYKYSNNNSA-UHFFFAOYSA-N	0.001026153564453125	0.0063321590423583984
IQNMCFJVBQJVNL-UHFFFAOYSA-N	0.0010001659393310547	0.05700063705444336
ALQUTEKNDPODSS-UHFFFAOYSA-N	0.0005707740783691406	0.02843642234802246
FDFUKZJWVPEZEH-VWYCJHECSA-N	0.0005900859832763672	0.0023119449615478516
VDPZXQIMNSUZRT-XMMPIXPASA-N	0.0005729198455810547	0.0020661354064941406
QHQSWYIJDFMBNE-UHFFFAOYSA-N	0.00791311264038086	0.0790245532989502
FZFXOEUVGCHONA-UHFFFAOYSA-N	0.0006279945373535156	0.0038869380950927734
SKACLKMPLYMRDY-UHFFFAOYSA-N	0.0022988319396972656	0.10006546974182129
PHNKDGCOFKRUSQ-UHFFFAOYSA-N	0.0007889270782470703	0.0055179595947265625
AISQMYCMHKTHHN-SSEXGKCCSA-N	0.0005400180816650391	0.006311655044555664
VBMAJIBPNWGBHX-NWDGAFQWSA-N	0.0015881061553955078	0.03789639472961426
LFJQIBWZHWLOGT-UHFFFAOYSA-N	0.0006840229034423828	0.004687309265136719
KQSGRUQFYWYXGU-UHFFFAOYSA-N	0.003901958465576172	0.009972095489501953
MVZQNMZKBOUDCI-UHFFFAOYSA-N	0.0006511211395263672	0.002157926559448242
INSNUPHZRXHOTA-UHFFFAOYSA-N	0.0008859634399414062	0.004860401153564453
JDCQEVCYOJOPLE-UHFFFAOYSA-N	0.0006871223449707031	0.0032358169555664062
OHWDZAOJWZFPOI-UHFFFAOYSA-N	0.0014531612396240234	0.04113888740539551
GABNZGLSRYSCDT-UHFFFAOYSA-N	0.0008378028869628906	0.0033049583435058594
QOUVTYNQXMDDHV-UHFFFAOYSA-N	0.0018470287322998047	0.05099678039550781
BVAJBVZPXNQRIA-UHFFFAOYSA-N	0.0015289783477783203	0.024006128311157227
DCFDFJLOVJNYRX-UHFFFAOYSA-N	0.0011458396911621094	0.036977291107177734
OVHHLJFHCUVHRI-UHFFFAOYSA-N	0.0006060600280761719	0.0030815601348876953
YCKSXEPJXNDHEB-UHFFFAOYSA-N	0.0007212162017822266	0.002355813980102539
NMNZWFGWFXMILV-UHFFFAOYSA-N	0.08660387992858887	4.0455262660980225
WUFUURSWOJROKY-UHFFFAOYSA-N	0.009633064270019531	0.40607619285583496
WQKPZDLZRFTMTI-CABCVRRESA-N	0.001661062240600586	0.023380041122436523
OYGAAIIWGPRZSJ-UHFFFAOYSA-N	0.02657318115234375	2.4539246559143066
FHZZJWMSTHGNQS-UHFFFAOYSA-N	0.0029821395874023438	0.007145881652832031
KEAPWCUSGPWISG-UHFFFAOYSA-N	0.0008339881896972656	0.0026133060455322266
LQNNJVRJHRFWIK-UHFFFAOYSA-N	0.0010738372802734375	0.004033803939819336
ZBHDTTSFTMOEND-UHFFFAOYSA-N	0.0005400180816650391	0.002231121063232422
ZKJVOFNXVHNODR-UHFFFAOYSA-N	0.004353046417236328	0.059560537338256836
IBGMDKHTDOHIKB-UHFFFAOYSA-N	0.006312847137451172	0.07932424545288086
WNSQJVPADMGXTG-URLMMPGGSA-N	0.00331878662109375	0.012489080429077148
CUIMTAPGPJXQEK-UHFFFAOYSA-N	0.0032868385314941406	0.03323078155517578
HGCVGTDJTDDWLM-UHFFFAOYSA-N	0.0038368701934814453	0.014522314071655273
GRDMGDUBOKJCDV-MOPGFXCFSA-N	0.004927873611450195	0.08962774276733398
FVAMQHWKQOJRPM-PMERELPUSA-N	0.0058100223541259766	0.0754401683807373
POSWICCRDBKBMH-UHFFFAOYSA-N	0.00066375732421875	0.0019724369049072266
JACPDLJUQLKABC-UHFFFAOYSA-N	0.0036668777465820312	0.006798744201660156
NHVUPUQLKWAQMU-UHFFFAOYSA-N	0.0011861324310302734	0.1349475383758545
VEIHFUWZDNMBCO-RXFVIIJJSA-N	0.0006630420684814453	0.0020380020141601562
OFAVKBLHZDLNTD-UHFFFAOYSA-N	0.0022783279418945312	0.2443089485168457
ASSZZQOXRJNXNL-NRFANRHFSA-N	0.0019147396087646484	0.3087279796600342
HEPVTNKERIDPJM-AWEZNQCLSA-N	0.0005578994750976562	0.0017199516296386719
FBEAEYZRUGTMAE-UHFFFAOYSA-N	0.004938840866088867	2.3437016010284424
CYSOFAOLQAYKGU-UHFFFAOYSA-N	0.0014557838439941406	0.07309198379516602
YMGSLNVZHUIQNC-UHFFFAOYSA-N	0.0007169246673583984	0.0023496150970458984
BYXNPBBWWSOSDA-VWLOTQADSA-N	0.0006058216094970703	0.0017726421356201172
JCWGKHHVSUBNRQ-UHFFFAOYSA-N	0.0019888877868652344	0.12973952293395996
BFIQWRSPSDOJCV-UHFFFAOYSA-N	0.0008063316345214844	0.011225700378417969
NCRVFDGKPJOYPN-UHFFFAOYSA-N	0.0010900497436523438	0.012473344802856445
VMVROCXMQUSHHK-UHFFFAOYSA-N	0.0011188983917236328	0.04835677146911621
HNVKXWVRLLBONM-UHFFFAOYSA-N	0.0011420249938964844	0.010071516036987305
YWPHDFINYPQZQN-UHFFFAOYSA-N	0.005119800567626953	0.15835022926330566
SBWFYUHMCHTQJT-JWQCQUIFSA-N	0.0018541812896728516	0.039703369140625
HLXQFVUPAUJHJI-VIFPVBQESA-N	0.002785921096801758	0.22740912437438965
SMFTYTRLFIZIPU-NGZATLCBSA-N	0.0024611949920654297	0.003557920455932617
AXZKSUNGRDJIFL-UHFFFAOYSA-N	0.0011827945709228516	0.09234094619750977
LYPSYIWSZQVHAB-UHFFFAOYSA-N	0.0017232894897460938	0.03304004669189453
BSHFCWWTFQFTPC-UHFFFAOYSA-N	0.001772165298461914	0.02191901206970215
VWNXCCTWVAQAPL-UHFFFAOYSA-N	0.0057830810546875	0.031655073165893555
IAMUMIBDQILHMZ-NRFANRHFSA-N	0.0006382465362548828	0.0020444393157958984
OVSKKQIUKUYHCH-UHFFFAOYSA-N	0.0008101463317871094	0.0029528141021728516
VFBILHPIHUPBPZ-UHFFFAOYSA-N	0.00061798095703125	0.0020589828491210938
BSWAVDINBJTJNU-OAHLLOKOSA-N	0.0008780956268310547	0.0024347305297851562
ZTXVRZLOVRFPEC-UHFFFAOYSA-N	0.0016109943389892578	0.03334331512451172
NAROFMLCJDYMLZ-UHFFFAOYSA-N	0.0007343292236328125	0.0015940666198730469
OEUYHQOSMXZHIV-UHFFFAOYSA-N	0.0064849853515625	0.1627047061920166
OWQJBKXQSFUGCC-UHFFFAOYSA-N	0.00177001953125	0.017202138900756836
WKYUDPIMLFDHFX-UHFFFAOYSA-N	0.0007100105285644531	0.005470752716064453
UBKOYAUKDZMQDZ-UHFFFAOYSA-N	0.0006248950958251953	0.0026273727416992188
SZOLAEVJEUIHQX-UHFFFAOYSA-N	0.0015952587127685547	0.12224483489990234
YFUQWZXHOQUZNS-AUECHSEWSA-N	0.0006558895111083984	0.0015947818756103516
DKZPZLQEPJOONY-UHFFFAOYSA-N	0.0005567073822021484	0.002653837203979492
LLFXNFDLKGPZML-UHFFFAOYSA-N	0.0005090236663818359	0.0036759376525878906
WPAUDXVOHGJMLA-UHFFFAOYSA-N	0.0015819072723388672	0.03334212303161621
LNJJWYXXKNGHHM-IYBDPMFKSA-N	0.0009107589721679688	0.020856380462646484
GRLNMMGSCZQHBY-UHFFFAOYSA-N	0.0008192062377929688	0.005885601043701172
ZNTVNNXGPZITBD-UHFFFAOYSA-N	0.0005640983581542969	0.0018889904022216797
VEJPLARLFWIYNM-UHFFFAOYSA-N	0.000736236572265625	0.001981973648071289
JZVSKUKBCKURLB-VULHUXJZSA-N	0.0007228851318359375	0.002885580062866211
ZQXOMIPSVVBRGV-UHFFFAOYSA-N	0.009982824325561523	0.6633908748626709
HURLMBGYGQNMEG-UHFFFAOYSA-N	0.003551006317138672	0.031160354614257812
QIXXLCJOJGHZJB-UHFFFAOYSA-N	0.0007538795471191406	0.004416227340698242
ILMBNGXIGGVYQY-UHFFFAOYSA-N	0.003092050552368164	0.010964393615722656
AWDRDIZACXEMRA-UHFFFAOYSA-N	0.0008578300476074219	0.005019187927246094
DLLGXKPWXXZQFL-UHFFFAOYSA-N	0.00543212890625	0.05341649055480957
BIAAFFAHROMCHN-UHFFFAOYSA-N	0.001878976821899414	0.1855025291442871
WDULTHSJTYQJMV-ONGXEEELSA-N	0.009148836135864258	0.47355175018310547
JYARCKOULWUJOH-OKILXGFUSA-N	0.0006310939788818359	0.0017902851104736328
NVTKJBXOBFRPLQ-UHFFFAOYSA-N	0.03045797348022461	2.83172869682312
RVZKDSOXVMMGNF-UHFFFAOYSA-N	0.0014007091522216797	0.01976180076599121
ZVERWTXKKWSSHH-UHFFFAOYSA-N	0.0046689510345458984	0.1894829273223877
PGSOTMWBSCIDRF-UHFFFAOYSA-N	0.0024819374084472656	0.07575702667236328
VZIQOCKMOWWQJJ-UHFFFAOYSA-N	0.004934072494506836	0.07947134971618652
XTXSIGYGQYVLTJ-UHFFFAOYSA-N	0.0008060932159423828	0.002142190933227539
